Gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
STAC2,-1.1023695480232798,-0.23224579974808615,-3.082856112839344,0.0022968837630600023,0.014684449701299618,-1.6524898197985731
EPS8L3,1.3016108257148307,0.8292368330598082,3.081224615853916,0.002309006247841939,0.014743400245409854,-1.7542159763393927
MUC5AC,-1.5741450296326351,1.8481628351787498,-3.07037834657324,0.002391108175352173,0.015149598110320992,-1.8584575560102232
GSTA1,1.3217975331485237,-0.289892927421186,3.0693837208346513,0.002398770176463148,0.01517827056862921,-1.698955520965029
PRPH,-1.0018179211783191,-0.7471813865889074,-3.0650128421160914,0.0024327096507297235,0.015345248585174083,-1.6877425693273276
CFAP299,1.1340423953110517,-2.078021579657609,3.0635896367504807,0.00244385581135376,0.015405994264874014,-1.6553331042452726
TRIM15,1.1507911399642503,0.35134507267371384,3.0630248829554065,0.00244829183175977,0.01542439032507302,-1.7573413188465343
IGHV3-30,-1.3431845940058018,1.3798556821459942,-3.061687842890462,0.0024588235734664767,0.015466768897286497,-1.8385636507570196
ZBED9,1.1935237332288755,0.20538603318575874,3.05921648368844,0.002478400147268131,0.015570635113779749,-1.7341448464542335
SMPX,1.1449319044619313,-3.2556317915101425,3.056483628389223,0.002500215171474521,0.01567860942457518,-1.6307577987653028
LINC00960,1.175754748590521,0.4589528171146248,3.0437903895807863,0.002603875426793656,0.0161591340989784,-1.8062058717995821
LINC01411,1.160371695025436,-0.7663176907135434,3.0356649129515243,0.002672293574849815,0.016458089277347772,-1.8068610445073165
CST2,1.293695707522142,-0.4869352274856161,3.03498296832124,0.0026781102489545107,0.016473813609269056,-1.8159600626124135
LTF,1.784892751001748,5.8458747247734815,3.0304596940891115,0.0027169874228389073,0.016637557210538702,-2.3832076241862143
FOXG1,-1.6199224643563812,0.24520940346398,-3.0269056973680706,0.0027478970708370207,0.016793016976141144,-1.8381710870661436
LHX2,-1.0056585814707721,-1.325575112486617,-3.026875789024063,0.002748158554548585,0.016793016976141144,-1.7845536219365128
PRSS12,1.0240131458953439,1.0751071183620773,3.017926830114641,0.002827433326285495,0.0171787096206348,-1.921123146929867
MMP1,-1.004495381292473,1.400629289693975,-3.0160559616515084,0.00284426984948066,0.017241148896225796,-1.938811313471395
IGHV3-66,-1.2316239173968897,-1.6384367995638707,-3.016041611845022,0.0028443993430941296,0.017241148896225796,-1.7960732054060715
C9orf24,1.4069132296256828,2.4732994772181423,3.0126843642674643,0.0028748447018004386,0.017399745002796937,-2.1206327191955365
IGHV2-70,-1.270811158502224,-1.5940234851624242,-3.0038533045487616,0.002956364744794626,0.017781934617699315,-1.839448568156552
TNNT1,-1.5617645064733297,1.6166326862384974,-2.9999880013963582,0.0029927091064969333,0.017942129758242973,-1.9393670646089394
